,0,S1,S2,S4,S5,S8,S11,S12,S13,S14,S15
0,MER11B,20780,11421,10834,10741,19684,10299,14205,12101,17809,15090
1,MER44B,1149,755,1922,864,921,693,946,941,1111,739
2,UCON80_AMi,151,83,103,127,109,38,149,157,155,92
3,MSTA1,92,129,290,136,117,127,141,150,270,47
4,MLT1E1-int,0,4,24,12,4,0,0,0,0,0
5,UCON27,8,20,4,12,60,0,4,28,12,16
6,MER96B,201,292,394,213,322,246,302,277,407,250
7,MLT1E2-int,12,23,46,68,49,4,35,64,7,12
8,UCON29,70,53,24,56,39,0,52,16,7,68
9,Zaphod2,229,98,201,106,234,87,174,132,147,137
10,MER41E,157,98,96,126,106,35,101,26,95,0
11,MER41D,141,112,90,70,142,76,102,75,139,54
12,MER41G,16,64,64,40,12,12,32,12,32,56
13,MLT2B3,801,596,1109,684,722,649,646,599,907,818
14,LTR82B,167,226,181,141,195,222,155,221,275,233
15,UCON26,79,8,76,12,55,72,8,44,24,8
16,MER41C,122,151,142,126,102,60,112,66,102,72
17,CR1-L3A_Croc,44,12,66,44,32,36,44,26,35,0
18,L1M4a2,331,358,662,418,443,343,476,497,432,278
19,L1M4a1,482,623,900,650,862,364,736,500,805,363
20,UCON19,0,0,0,12,0,0,0,0,0,0
21,MER96,138,100,168,88,139,104,172,235,111,174
22,MER20B,1002,1053,1667,1146,1310,764,1338,1116,1394,1241
23,LTR82A,176,137,323,145,242,152,276,182,308,173
24,MLT1E3,290,299,596,256,440,288,336,255,443,315
25,LTR35A,0,4,8,32,48,28,8,20,8,36
26,LTR35B,8,32,16,44,55,8,36,12,24,0
27,MER95,15,16,72,36,72,35,55,54,71,61
28,MER44A,1625,1261,2033,1545,2008,1216,1583,1229,2099,1970
29,MSTB2,317,305,585,257,261,206,348,235,453,181
30,CER,114,106,140,101,55,41,48,28,68,70
31,AluYh7,5,5,10,18,10,6,10,5,21,5
32,Charlie15b,691,635,841,473,837,429,654,511,602,354
33,LTR52-int,0,27,83,31,8,32,0,20,17,26
34,Charlie15a,1107,1124,1730,806,1339,798,1100,1169,1163,492
35,LTR85c,226,203,235,101,143,102,202,222,232,92
36,LTR85b,176,70,194,116,167,49,109,80,174,34
37,LTR85a,187,243,284,207,327,177,308,279,375,189
38,MER97b,0,0,4,0,8,0,0,0,4,0
39,Tigger12c,259,169,266,287,275,96,214,196,347,297
40,AluYh9,2,8,1,1,1,1,7,1,1,1
41,LTR66,29,23,126,24,32,71,48,22,28,16
42,LTR103_Mam,10,32,90,24,25,32,82,8,39,40
43,LTR61,12,54,48,16,69,28,32,120,19,4
44,tRNA-Leu-TTA_m_,139,64,285,52,76,27,140,52,159,192
45,FordPrefect_a,40,4,36,16,39,0,35,0,16,47
46,UCON67,0,0,0,0,0,0,16,4,4,16
47,LTR60,24,1,30,16,0,0,16,0,10,0
48,tRNA-Leu-CTY,0,0,0,16,16,0,0,3,0,0
49,LTR60B,8,20,63,4,8,16,29,36,10,8
50,UCON58,0,7,0,0,0,0,0,0,0,0
51,UCON59,0,0,0,24,0,28,0,0,12,24
52,UCON24,0,0,0,0,0,0,0,0,0,0
53,UCON57,0,0,0,0,0,0,0,12,0,0
54,UCON54,19,32,119,27,24,4,4,8,72,16
55,UCON55,79,113,168,56,151,48,88,135,148,101
56,UCON53,0,0,0,0,4,0,3,0,0,0
57,HERVKC4-int,36,25,33,67,36,4,36,5,20,0
58,LSAU,0,0,12,1,0,0,0,0,0,4
59,Chap1_Mam,458,240,512,371,477,295,266,499,417,386
60,LTR3,242,164,112,158,529,154,211,179,178,111
61,X5B_LINE,9,36,22,19,35,4,41,18,32,14
62,AluSg7,1215,1056,1259,757,1022,791,1079,1135,1035,891
63,AluYi6_4d,30,23,48,20,25,18,36,25,23,23
64,LTR4,96,29,58,62,85,44,67,95,34,27
65,LTR5,25,75,56,29,50,63,47,44,44,27
66,LTR8,1125,1029,1334,753,1232,969,1278,1013,1150,835
67,LTR9,172,163,392,108,218,138,200,147,293,32
68,UCON66,0,12,28,4,0,0,0,20,12,0
69,ORSL,186,105,275,139,284,153,188,151,231,107
70,X9_LINE,562,496,627,435,517,231,451,415,603,481
71,MER57C2,42,67,120,36,52,27,37,16,66,8
72,HERVH48-int,287,213,294,247,300,129,111,299,239,135
73,MER57C1,18,29,66,24,96,36,36,64,14,24
74,LTR13A,146,178,157,119,118,79,177,94,126,103
75,hAT-16_Crp,24,0,0,0,0,0,0,0,0,0
76,MSTB1-int,36,24,71,36,52,31,43,36,51,44
77,tRNA-Asn-AAT,0,0,0,0,0,0,0,0,0,0
78,L1PB3,1370,1697,4918,2778,2108,1311,1608,1753,3917,2294
79,MER115,497,390,812,768,565,378,452,397,642,536
80,Tigger13a,746,673,1581,959,879,748,934,728,1085,582
81,MER117,1082,804,1245,944,921,718,1011,755,992,1023
82,MER110,158,32,203,57,88,4,4,36,56,0
83,MER112,1259,1319,2184,1225,1382,1369,1277,1412,1653,1074
84,L1PB1,3641,3207,6176,3606,4304,2681,3474,3845,4695,3120
85,MER74A,505,411,668,332,390,275,417,331,441,395
86,HERVK11D-int,59,0,16,2,0,2,10,10,92,0
87,LTR13_,80,32,82,21,65,16,51,19,22,26
88,MER119,261,338,518,251,409,309,361,279,307,166
89,MER5C1,182,207,240,114,231,132,284,146,184,123
90,PABL_A,207,74,225,137,103,140,113,141,89,64
91,LTR38,0,0,0,16,4,0,22,4,12,0
92,ALR_Alpha,2999,2615,2494,1781,2709,2561,2413,2358,3568,2658
93,MamGypLTR3,54,55,63,27,52,12,12,28,40,50
94,MER65-int,66,107,241,72,119,72,153,104,312,136
95,MLT1K,3668,2957,4221,2587,3172,2289,3036,2872,3479,2196
96,LTR32,389,195,472,261,335,152,329,196,337,224
97,LTR33,1534,1155,1730,1224,1285,956,1322,1149,1468,766
98,L1MA10,900,569,1335,785,1008,665,776,936,1077,805
99,LTR31,16,16,40,47,59,36,76,0,72,127
100,AluYg6,59,59,55,24,49,48,95,75,38,21
101,LTR34,28,16,103,68,84,28,40,32,32,63
102,LTR35,0,20,59,87,46,11,39,20,71,4
103,MLT2B2,220,225,317,288,142,121,182,226,300,209
104,HERVK13-int,238,235,345,259,267,90,112,115,226,96
105,UCON25,4,0,20,0,0,0,0,0,4,0
106,Tigger17a,1027,975,1528,1085,1398,984,1083,1100,1370,958
107,L1P1,724,661,1043,802,705,484,663,679,836,578
108,L1P3,1295,870,1723,887,1035,927,937,1115,1279,1109
109,L1P2,993,942,1585,882,1063,626,913,869,1071,755
110,L1P5,15,29,11,43,59,1,44,12,10,4
111,L1P4,622,519,1039,513,728,513,471,605,796,495
112,LTR108b_Mam,24,4,4,4,4,0,4,0,16,0
113,LTR21A,3192,1772,1254,1680,2771,1980,2053,1708,1174,867
114,tRNA-Arg-AGA,8,4,12,0,0,0,0,12,4,26
115,LTR21C,0,0,0,0,0,0,0,0,0,0
116,LTR21B,8,24,0,24,4,8,8,0,0,32
117,LTR86B1,35,91,186,88,63,92,68,79,75,44
118,LTR86B2,0,24,60,12,28,28,40,39,68,0
119,UCON103,0,0,0,0,0,0,0,0,0,0
120,UCON101,0,0,0,0,0,0,0,0,0,0
121,L1PB,227,222,486,231,266,222,254,220,290,198
122,UCON107,32,24,0,40,59,60,4,96,55,0
123,ERV3-16A3_LTR,157,115,229,64,121,175,120,83,168,121
124,tRNA-Glu-GAA,88,22,34,19,18,19,16,34,27,28
125,LTR18A,42,59,99,79,56,4,36,59,67,0
126,LTR18C,8,16,8,0,0,0,8,0,12,0
127,LTR18B,62,120,121,137,108,24,103,112,132,92
128,ERV24_Prim-int,40,41,96,63,82,59,83,24,92,0
129,MER70C,7,39,20,32,34,28,28,34,67,35
130,LTR3B,16,1,4,1,1,0,9,14,30,0
131,LTR3A,116,96,83,56,89,96,101,39,108,88
132,MSTA,2380,2829,4128,2560,2788,2816,2951,2577,3627,2068
133,MSTB,1987,1387,2710,1699,1996,1610,1982,1658,1842,1277
134,LTR59,20,4,28,12,12,82,4,16,0,0
135,MER11D,29,41,38,20,36,18,18,9,32,60
136,LTR108a_Mam,7,37,4,16,16,56,59,40,23,31
137,GSATII,0,3,9,5,17,0,6,3,49,11
138,ERVL47-int,16,24,71,56,0,20,24,11,36,52
139,MER11C,251,148,411,252,372,204,306,228,311,175
140,MER83B,25,43,9,27,14,12,45,15,29,75
141,LTR24C,60,73,82,82,51,28,16,21,34,8
142,LTR54,119,119,228,160,183,146,109,140,199,64
143,tRNA-Pro-CCY,4,12,0,0,0,4,0,0,4,4
144,MER129,140,15,0,8,4,72,83,0,24,4
145,MER6C,0,12,56,0,4,12,9,11,28,32
146,LTR16B,140,65,127,84,100,88,168,59,162,56
147,MER6A,568,287,591,234,312,296,274,301,396,343
148,MER130,0,16,32,46,44,59,16,44,0,20
149,Tigger15a,1676,1369,2593,1390,1579,1338,1663,1821,1705,1207
150,Tigger2b_Pri,519,550,871,531,571,324,509,455,718,386
151,Kanga11a,18,146,194,142,92,57,81,111,138,129
152,MER131,296,263,411,319,294,246,388,443,391,205
153,THE1D,1517,1339,2253,1569,1484,955,1399,1360,2096,1199
154,Ricksha_c,197,145,278,180,209,107,194,178,179,151
155,FordPrefect,290,235,548,199,343,212,218,284,538,231
156,Charlie10a,99,84,220,60,59,83,111,75,67,94
157,L1M3c,313,246,453,215,329,244,211,297,295,239
158,Charlie10b,64,72,99,68,44,75,36,100,91,4
159,L1M3f,246,166,316,191,294,108,180,119,267,259
160,L1M3d,66,64,132,87,136,73,52,52,107,44
161,L1M3e,289,252,536,248,241,343,361,317,403,319
162,LTR47B4,11,4,8,7,24,0,24,4,12,0
163,MLT2C2,165,69,237,90,186,167,155,57,248,104
164,MER92C,8,16,4,6,19,24,4,0,8,0
165,MER92B,340,182,423,291,338,224,328,305,283,270
166,CR1-13_AMi,27,8,36,0,40,0,20,8,16,0
167,MER134,0,0,4,0,0,36,0,0,0,0
168,LTR47B2,52,40,78,8,44,9,23,1,38,82
169,LTR47B3,8,8,32,16,16,68,20,20,16,40
170,LTR1A2,231,223,259,150,205,154,327,167,325,183
171,MER51A,367,362,577,337,491,329,334,463,697,402
172,MER51B,99,88,148,126,100,118,124,64,84,75
173,LTR1A1,52,71,36,80,43,88,120,48,100,20
174,MER51D,16,24,16,36,4,0,4,0,32,16
175,MER51E,12,37,4,12,16,39,36,20,36,11
176,Tigger5,220,305,267,190,176,141,267,191,321,334
177,HERV4_I-int,167,163,373,132,131,147,132,100,244,69
178,LTR86C,48,60,99,71,97,20,16,74,80,27
179,MER45C,243,161,614,144,313,299,240,255,512,387
180,MER45B,158,217,258,146,272,152,114,259,274,196
181,L3b,2882,2372,3872,2257,2731,2261,2618,2793,2763,1679
182,LTR108e_Mam,23,8,8,48,20,0,8,24,24,0
183,MER75A,24,8,8,0,0,0,20,0,4,0
184,MER83B-int,34,52,80,44,19,52,68,52,185,48
185,Tigger11a,357,411,443,291,402,623,630,684,658,585
186,Ricksha,25,25,70,16,0,20,57,24,70,40
187,MER57A-int,1015,692,1065,581,1114,887,1219,1034,1431,883
188,HERVL66-int,77,86,143,29,140,40,80,23,59,12
189,L1MA1,1158,1088,2089,1075,1561,1201,1208,1228,1743,1182
190,L1MA2,2030,1998,3824,1921,2016,1623,1899,2021,3165,2004
191,L1MA3,2623,3005,5156,3120,3100,2294,2804,2800,3763,2613
192,L1MA4,2571,2483,4633,2715,3119,2293,2876,2876,3852,2110
193,AluYc,446,261,343,286,583,413,436,414,336,215
194,L1MA6,1413,1243,2379,1263,1410,909,1392,1299,1765,1298
195,L1MA7,1730,1475,3527,2157,2233,1734,1653,1605,2335,1665
196,Charlie29a,574,446,678,543,697,423,502,390,571,228
197,L1MA9,2714,2393,5237,3039,3030,2472,3002,2751,3862,2406
198,MER4D1,346,307,469,276,390,131,312,310,346,417
199,THE1C-int,754,720,1082,724,747,580,632,612,982,495
200,UCON16,0,12,0,0,0,11,4,0,20,0
201,tRNA-Leu-TTG,0,48,0,0,8,0,0,0,0,0
202,tRNA-Gln-CAA,16,0,44,12,12,0,24,4,0,0
203,ERVL-int,277,193,364,254,295,170,245,187,335,299
204,tRNA-Leu-TTA,0,0,0,0,0,0,0,0,0,4
205,tRNA-Gln-CAG,0,0,0,0,0,0,8,4,0,0
206,_GAATG_n,4,0,4,10,3,1,8,7,15,3
207,MLT1G-int,141,92,207,107,128,84,87,119,96,48
208,MER2B,722,593,996,665,822,486,693,641,854,504
209,UCON12,0,12,0,4,16,4,0,4,24,0
210,MER30,1409,1183,1880,929,1166,768,1384,1042,1397,926
211,SSU-rRNA_Hsa,20512,20572,42266,27084,15537,4130,104459,18591,13974,30729
212,Charlie19a,428,382,886,518,522,374,607,425,470,374
213,MLT1-int,27,40,73,53,36,44,20,50,18,40
214,UCON17,0,0,0,0,0,0,0,8,8,0
215,UCON14,47,12,8,8,4,28,20,0,0,12
216,MLT1E2,942,869,1261,869,1029,831,1007,742,927,687
217,MER21-int,233,341,630,226,394,204,387,390,403,169
218,UCON18,0,0,0,0,0,0,0,4,0,0
219,MIR,39493,33895,56304,35710,40671,29915,39282,34631,42055,28708
220,_CATTC_n,0,0,0,1,0,0,6,0,0,2
221,MLT1E1,176,91,94,112,107,60,115,116,185,28
222,MER92-int,246,212,259,167,175,190,144,158,169,93
223,tRNA-Asn-AAC,0,0,0,4,0,0,1,6,0,0
224,THE1A-int,2149,1489,2116,1281,1659,1356,1972,1689,2076,1102
225,tRNA-Val-GTA,0,0,0,0,0,0,0,0,0,0
226,LTR72B,0,8,24,4,40,28,12,56,24,0
227,Charlie4z,2031,1825,3252,1746,2371,1840,2088,2038,2607,1448
228,Tigger1a_Mars,0,0,0,0,0,0,0,0,0,0
229,MLT1F2,1589,1140,1761,1258,1362,857,1132,1119,1481,860
230,Charlie4a,949,920,1515,894,1279,858,949,1273,1429,738
231,MLT1F1,765,752,908,684,817,475,740,769,790,633
232,tRNA-Cys-TGY,0,11,0,4,12,47,4,12,24,8
233,tRNA-Gln-CAA_,7,0,2,3,6,6,2,5,0,0
234,ERVL-E-int,1631,1265,2680,1584,1670,1158,1530,1542,1947,1015
235,X2_LINE,71,0,24,12,16,20,24,12,16,24
236,X7A_LINE,146,252,257,136,198,127,239,182,178,147
237,UCON8,40,43,80,12,63,12,67,20,40,15
238,MER50-int,167,59,230,32,138,174,187,61,179,47
239,LTR54B,215,209,241,205,178,184,198,307,368,227
240,MamRep488,96,80,100,60,48,112,56,59,17,99
241,MER84-int,40,16,10,13,11,5,10,11,25,17
242,LTR102_Mam,43,75,124,119,96,76,68,144,109,39
243,PABL_B-int,332,235,409,228,286,270,362,254,284,232
244,MER41-int,497,482,763,664,655,431,391,573,704,348
245,Eulor6C,0,0,0,0,0,0,0,0,0,0
246,L1MA4A,2462,2079,3973,1991,2753,2098,2270,2384,3418,2042
247,HERVIP10FH-int,365,248,389,260,222,118,148,283,208,130
248,tRNA-Met_,0,0,0,3,16,0,8,0,12,0
249,MER67D,88,84,179,126,21,65,113,49,130,73
250,MLT1H1,714,460,633,553,698,404,457,459,644,229
251,AluYh3,211,212,302,230,214,107,355,258,428,198
252,AluYk4,189,101,178,132,111,95,204,164,142,74
253,AluYk2,135,76,126,105,138,95,112,107,124,104
254,AluYk3,100,103,84,91,120,107,159,93,111,80
255,LTR27B,90,52,80,36,28,0,64,91,59,60
256,MER8,559,614,1286,588,674,577,598,696,928,628
257,tRNA-Leu-CTA,0,0,0,0,0,0,0,0,0,0
258,MSTC,806,612,880,603,564,328,769,742,907,509
259,LTR2752,63,72,134,82,107,52,104,115,64,143
260,UCON39,416,159,164,146,419,135,76,52,104,12
261,LTR39-int,4,24,64,23,20,4,20,13,12,0
262,HSAT5,62,53,65,21,49,41,48,17,42,20
263,HSAT4,287,260,587,223,251,250,296,554,404,211
264,LTR22B1,92,99,222,76,176,110,181,186,180,139
265,L1ME3E,1147,1045,1845,1057,1468,811,1438,1481,1434,757
266,UCON89,0,16,4,0,16,0,24,28,0,0
267,LTR46-int,359,330,272,214,256,197,226,127,206,127
268,tRNA-Thr-ACG,12,0,0,0,0,0,4,0,0,0
269,L1P4b,3,9,2,0,4,0,8,4,22,8
270,Zaphod3,40,128,198,146,132,67,145,144,234,120
271,L1PBa,553,555,970,556,722,721,632,590,1037,537
272,MamRTE1,7605,6705,7991,5227,8638,5985,7153,6568,7102,5437
273,UCON80,0,11,15,2,10,1,11,26,1,22
274,UCON83,0,0,0,0,0,0,0,0,0,0
275,LTR16D,120,126,200,80,72,72,180,96,165,143
276,LTR16C,874,747,1286,690,783,625,940,782,1068,559
277,L1PBb,134,118,206,119,115,116,126,202,111,133
278,LTR16A,489,414,892,593,456,245,421,362,542,523
279,UCON86,22,8,4,8,28,7,20,52,23,43
280,LTR16B2,233,133,230,86,215,130,229,117,148,110
281,SAR,0,4,1,2,0,0,0,0,6,0
282,MARNA,2078,1322,2224,1288,1819,1589,1856,1675,2160,1625
283,LTR16B1,273,136,215,191,118,70,180,108,327,201
284,LTR9A1,108,118,162,68,133,51,94,55,80,31
285,MER58D,802,507,825,612,1008,747,761,727,687,612
286,MER58C,890,840,1209,924,986,551,1055,1052,1363,767
287,MER58B,2476,2165,3362,2043,2460,1580,2090,2109,2449,2013
288,MER58A,4355,3683,6212,4027,4898,3752,4851,4343,4803,4307
289,MamGypLTR2c,48,96,128,106,96,16,32,36,56,131
290,HSATI,0,0,8,0,16,0,12,0,0,0
291,Charlie3,319,194,313,300,196,134,225,133,258,111
292,Charlie1,1067,953,1378,837,1172,869,907,947,868,679
293,Charlie6,131,147,179,146,224,115,101,142,97,80
294,Charlie7,1139,802,1295,615,771,700,1062,761,984,552
295,Charlie4,19,21,52,11,20,20,8,16,64,4
296,Charlie5,515,487,716,534,588,345,600,549,648,398
297,MER39B,411,344,520,336,400,356,364,372,534,451
298,Charlie8,1014,1110,1411,858,1215,1188,1262,1331,1273,764
299,L1MC5,6467,5987,9930,6079,7843,5322,6883,6531,8204,5136
300,MER101-int,462,486,865,537,599,364,499,619,629,607
301,HSMAR1,1051,983,1207,483,1006,873,857,921,1031,550
302,LTR42,87,184,246,97,270,100,60,115,177,341
303,LTR41,849,791,677,656,1021,604,854,680,585,742
304,HSMAR2,558,733,1122,450,754,719,780,727,941,713
305,LTR46,217,208,170,78,158,171,158,134,99,149
306,LTR45,40,28,56,12,12,0,12,0,0,0
307,LTR44,65,47,94,62,39,4,52,44,96,72
308,Tigger19a,1808,1428,2244,1186,1550,1102,1310,1383,1652,1135
309,LTR49,197,225,404,242,328,224,216,261,243,189
310,LTR48,133,228,327,241,243,238,242,258,337,157
311,AluYb9,30,39,48,16,80,56,37,46,86,41
312,AluYb8,178,294,244,246,209,236,285,231,252,312
313,LTR38C,8,35,27,12,15,12,47,63,24,32
314,LTR38B,28,16,51,16,8,25,12,36,28,4
315,tRNA-Leu-CTG,0,0,0,0,0,15,0,0,0,0
316,Tigger4a,1038,983,1675,840,1275,997,1280,1025,1383,766
317,LTR26B,39,34,40,8,8,13,20,12,28,36
318,Alu,202,453,399,309,307,265,280,380,303,226
319,LTR26D,83,49,65,39,28,7,20,41,0,4
320,LTR26E,124,46,56,28,37,48,65,32,92,20
321,MER9a2,55,51,164,98,86,73,38,31,51,42
322,HERV15-int,16,42,67,30,97,0,107,31,34,55
323,L1MB8,8048,7199,13168,7115,9418,6042,8116,8194,10433,5944
324,UCON69,0,0,0,0,0,0,4,0,4,0
325,Charlie14a,597,406,655,375,686,362,480,310,574,337
326,HERV-Fc2-int,0,0,0,0,0,0,2,0,0,0
327,L1MB1,1102,1059,2244,1049,1291,982,1262,1263,1456,1174
328,L1MB3,8077,6524,11370,6868,7210,5116,7502,7057,8453,5736
329,L1MB2,4303,3751,8427,4546,4854,3380,4643,4478,6634,3500
330,L1MB5,3868,3504,6394,3473,3978,3319,3949,3310,4705,2736
331,L1MB4,3923,3744,6587,3621,4316,3410,4219,3971,5522,3490
332,AluJr4,3285,2566,3588,2479,3495,2135,3418,3054,2811,2280
333,L1P4a,116,77,139,146,102,130,138,119,139,140
334,UCON4,60,91,118,31,107,20,72,48,72,51
335,UCON71_Crp,105,69,163,61,181,79,111,83,73,50
336,MamRep4096,160,191,329,188,127,103,220,122,156,219
337,MER135,139,168,262,117,117,36,140,114,165,143
338,THE1-int,168,192,301,135,182,121,167,60,104,8
339,HERVS71-int,208,228,451,166,267,350,604,464,384,225
340,HSAT6,0,0,0,0,0,0,0,0,0,0
341,HERVK11-int,141,64,169,155,124,56,57,93,111,130
342,ACRO1,12,0,0,0,6,0,0,0,0,7
343,LTR90A,54,92,75,66,82,10,84,72,59,17
344,UCON35,0,8,8,0,0,35,0,4,0,22
345,LTR90B,52,28,168,58,36,40,44,80,110,131
346,LTR27E,24,64,90,126,100,44,75,79,47,68
347,MER65B,8,17,34,8,0,0,29,16,9,1
348,MER65A,247,197,293,159,199,164,197,262,182,239
349,UCON88,0,0,4,4,0,0,0,0,0,0
350,HERVK3-int,661,550,727,516,929,625,533,414,678,538
351,L1ME2z,2604,2198,4849,2371,2766,2189,2932,2537,3518,2002
352,L1PA11,1478,1282,2004,1331,1507,989,1446,1234,1767,1252
353,OldhAT1,4542,3045,4473,2708,4404,2944,2917,3317,3624,2443
354,LTR91,16,8,23,16,7,0,0,0,32,0
355,Charlie1a,2577,2298,3823,2243,2824,1613,2429,2677,2962,1884
356,Charlie1b,899,874,1665,694,979,1044,981,978,1293,755
357,PRIMA41-int,171,63,124,89,16,96,31,23,68,67
358,LTR26C,68,8,86,75,24,16,31,52,40,20
359,LTR27D,0,4,0,18,0,1,1,0,8,28
360,SST1,34,63,68,55,82,26,81,46,53,21
361,MER54A,151,123,164,162,212,216,200,107,161,141
362,MER103C,2998,2831,4129,3240,3695,2440,3153,2666,2937,1503
363,MER51-int,178,167,293,153,232,53,210,163,195,168
364,MER67C,164,181,277,109,95,95,178,161,142,259
365,L1PA15,2379,2308,3708,2399,2518,1643,2435,2752,3062,2116
366,SVA_C,171,178,148,122,208,147,138,135,145,68
367,AluYm1,547,454,575,346,650,544,569,599,643,364
368,UCON81,0,0,0,0,0,0,0,0,0,0
369,LTR1D1,87,60,167,86,136,80,67,84,51,40
370,L1PA17,1176,1038,1998,980,1278,1034,1372,1062,1725,976
371,ERV3-16A3_I-int,1039,752,1562,1233,1198,662,802,796,1100,764
372,MER34A1,138,172,173,56,152,90,187,147,239,198
373,Tigger16a,344,364,858,327,366,383,568,345,543,351
374,THE1B-int,1810,1631,2882,1870,1938,1335,1420,1359,2015,1399
375,Tigger9a,287,225,581,243,291,279,223,342,427,209
376,Tigger9b,187,168,391,207,292,203,280,216,319,235
377,LTR27C,129,105,98,100,95,74,126,179,111,104
378,Charlie18a,1116,1161,1305,905,1578,1015,1184,1046,1179,1427
379,MLT2F,412,364,450,445,344,309,396,424,519,262
380,AluSq10,344,300,233,177,287,276,318,283,281,110
381,AluJr,14896,11802,16781,11025,16258,11862,15548,13888,14568,11320
382,Charlie10,330,185,379,249,198,253,243,203,376,226
383,Charlie11,23,28,24,16,28,0,8,40,48,80
384,Charlie12,12,12,26,24,28,4,0,12,4,4
385,UCON21,0,0,0,0,0,0,0,0,0,0
386,L1MEg1,151,247,335,186,291,118,272,266,252,154
387,L1MEg2,74,197,301,201,172,48,184,178,215,183
388,Charlie17,344,444,429,328,487,359,431,448,617,600
389,MER110A,84,48,112,47,80,0,32,24,88,131
390,UCON56,0,0,0,0,0,0,0,0,0,0
391,UCON82,27,0,0,0,0,0,0,0,12,0
392,HERVE-int,180,191,217,248,248,135,171,163,184,101
393,MLT1L,2524,1905,3056,2015,2593,1428,1914,2213,2265,1757
394,UCON87,0,0,0,0,0,0,0,0,0,0
395,MLT1H1-int,39,57,117,50,36,28,61,17,42,0
396,tRNA-Ala-GCA,0,12,12,0,0,0,4,0,24,0
397,HUERS-P2-int,103,86,71,71,78,16,68,64,33,24
398,UCON62,12,0,0,4,12,0,0,0,0,0
399,MLT1E3-int,20,7,26,13,33,4,15,36,11,28
400,L2a,67220,55992,87431,57872,65026,49230,65731,55707,68126,48451
401,Kanga1,146,156,82,136,104,60,138,84,107,31
402,MamGyp-int,532,385,323,278,319,239,247,228,280,269
403,CR1-3_Croc,391,383,504,430,505,291,506,378,296,521
404,LTR22E,132,150,145,92,131,39,106,109,156,58
405,MER76-int,69,40,87,28,91,32,26,19,39,0
406,UCON60,7,0,0,0,0,0,0,0,8,0
407,ERVL-B4-int,1074,1241,1684,1119,1136,750,1109,914,1367,696
408,LTR22B,12,42,69,29,48,3,32,0,38,63
409,LTR22C,1,9,20,12,3,0,0,1,1,0
410,MER81,401,249,589,163,164,170,344,240,339,292
411,MLT1H2,2989,2515,1779,1781,3450,2118,2450,2299,2120,1951
412,UCON23,59,4,44,4,19,0,24,0,24,0
413,MST-int,257,98,317,76,199,230,169,171,263,258
414,UCON12A,0,0,0,0,0,0,0,0,0,0
415,UCON31,4,16,12,0,0,0,28,0,0,0
416,UCON51,0,16,0,0,0,0,0,0,8,0
417,CR1-16_AMi,67,43,32,32,100,44,48,19,104,69
418,L4_A_Mam,1272,1311,2249,1465,1336,1226,1423,1353,2008,1303
419,HERVH-int,6987,4867,6054,5662,6025,4371,4821,4519,2736,4291
420,AluSg4,961,819,838,935,1124,630,1019,896,1094,606
421,LTR23-int,76,12,30,12,52,16,50,0,20,0
422,LTR88c,77,47,68,49,8,40,88,52,105,84
423,MamTip1,159,116,130,92,184,76,191,99,160,146
424,UCON48,0,4,24,0,12,0,28,12,48,0
425,MamTip3,64,43,98,99,81,70,104,119,127,56
426,MamTip2,1202,945,1633,978,1478,1069,1277,840,1069,1246
